Transaction,Purchase_Date,Customer_ID,Gender,Marital_Status,Homeowner,Children,Annual_Income,City,State_or_Province,Country,Product_Family,Product_Department,Product_Category,Units_Sold,Revenue
7768,4/25/2013,5324,M,S,N,2,$150K +,San Andres,DF,Mexico,Non-Consumable,Health and Hygiene,Pain Relievers,5,$18.21
7769,4/25/2013,4686,F,S,N,2,$50K - $70K,Los Angeles,CA,USA,Food,Frozen Foods,Frozen Desserts,6,$25.20
7770,4/25/2013,8217,M,S,N,1,$50K - $70K,Seattle,WA,USA,Food,Canned Foods,Canned Oysters,4,$19.23
7771,4/25/2013,5672,M,M,Y,1,$110K - $130K,Camacho,Zacatecas,Mexico,Food,Snack Foods,Snack Foods,3,$13.20
7772,4/25/2013,7862,M,M,Y,4,$30K - $50K,Spokane,WA,USA,Food,Canned Foods,Canned Soup,7,$26.87
7773,4/25/2013,564,F,M,Y,3,$150K +,Hidalgo,Zacatecas,Mexico,Non-Consumable,Household,Paper Products,3,$9.07
7774,4/25/2013,1660,F,S,N,4,$10K - $30K,Salem,OR,USA,Food,Produce,Vegetables,4,$8.40
7775,4/25/2013,7312,F,S,Y,1,$30K - $50K,San Diego,CA,USA,Food,Frozen Foods,Frozen Desserts,4,$3.86
7776,4/25/2013,8252,M,S,N,3,$30K - $50K,Salem,OR,USA,Food,Produce,Vegetables,6,$16.85
7777,4/25/2013,1554,M,M,Y,3,$10K - $30K,Acapulco,Guerrero,Mexico,Food,Snack Foods,Snack Foods,3,$2.28
7778,4/25/2013,4220,F,M,Y,5,$30K - $50K,Portland,OR,USA,Non-Consumable,Health and Hygiene,Bathroom Products,4,$4.61
7779,4/25/2013,7003,F,S,N,4,$30K - $50K,Seattle,WA,USA,Non-Consumable,Carousel,Specialty,5,$19.87
7780,4/25/2013,8326,F,M,Y,1,$10K - $30K,Mexico City,DF,Mexico,Drink,Beverages,Drinks,5,$25.28
7781,4/25/2013,5712,F,M,Y,2,$70K - $90K,Camacho,Zacatecas,Mexico,Food,Frozen Foods,Vegetables,5,$12.30
7782,4/25/2013,1330,M,S,Y,4,$70K - $90K,Salem,OR,USA,Food,Baking Goods,Jams and Jellies,5,$11.39
7783,4/25/2013,5114,F,M,N,3,$30K - $50K,Hidalgo,Zacatecas,Mexico,Food,Frozen Foods,Frozen Entrees,5,$15.93
7784,4/26/2013,5130,F,M,Y,1,$130K - $150K,Portland,OR,USA,Food,Eggs,Eggs,3,$3.93
7785,4/26/2013,7055,M,M,N,3,$130K - $150K,Hidalgo,Zacatecas,Mexico,Food,Frozen Foods,Breakfast Foods,3,$11.59
7786,4/26/2013,3328,F,M,Y,4,$10K - $30K,Tacoma,WA,USA,Food,Baking Goods,Jams and Jellies,4,$3.72
7787,4/26/2013,6876,M,M,Y,5,$30K - $50K,Victoria,BC,Canada,Drink,Alcoholic Beverages,Beer and Wine,3,$1.95
7788,4/26/2013,7355,M,S,N,0,$10K - $30K,Salem,OR,USA,Food,Deli,Side Dishes,3,$26.97
7789,4/26/2013,2510,M,S,N,1,$10K - $30K,Hidalgo,Zacatecas,Mexico,Drink,Beverages,Carbonated Beverages,4,$11.56
7790,4/26/2013,4284,F,M,Y,4,$30K - $50K,Orizaba,Veracruz,Mexico,Food,Breakfast Foods,Breakfast Foods,5,$28.00
7791,4/26/2013,4543,F,M,Y,4,$10K - $30K,Salem,OR,USA,Food,Baking Goods,Baking Goods,4,$19.43
7792,4/26/2013,875,M,S,N,4,$30K - $50K,San Andres,DF,Mexico,Food,Frozen Foods,Pizza,6,$11.78
7793,4/26/2013,2990,M,M,Y,2,$30K - $50K,San Andres,DF,Mexico,Food,Canned Foods,Canned Tuna,4,$7.39
7794,4/26/2013,7016,F,S,N,1,$30K - $50K,Hidalgo,Zacatecas,Mexico,Food,Deli,Meat,6,$14.98
7795,4/26/2013,10113,F,S,Y,4,$150K +,Acapulco,Guerrero,Mexico,Food,Produce,Vegetables,2,$6.26
7796,4/26/2013,4058,M,M,Y,3,$70K - $90K,Vancouver,BC,Canada,Non-Consumable,Household,Electrical,5,$8.62
7797,4/26/2013,2581,M,M,Y,1,$30K - $50K,Los Angeles,CA,USA,Food,Baked Goods,Bread,3,$10.35
7798,4/26/2013,1253,M,S,N,4,$130K - $150K,Salem,OR,USA,Non-Consumable,Household,Cleaning Supplies,6,$11.46
7799,4/26/2013,5660,M,S,Y,5,$110K - $130K,Vancouver,BC,Canada,Food,Frozen Foods,Vegetables,4,$13.76
7800,4/26/2013,7960,F,M,N,2,$30K - $50K,Vancouver,BC,Canada,Food,Baking Goods,Jams and Jellies,2,$16.50
7801,4/26/2013,5099,F,M,Y,1,$50K - $70K,Camacho,Zacatecas,Mexico,Food,Frozen Foods,Frozen Desserts,4,$1.89
7802,4/26/2013,32,F,S,Y,2,$10K - $30K,Vancouver,BC,Canada,Food,Deli,Side Dishes,3,$4.27
7803,4/26/2013,6387,F,S,N,5,$50K - $70K,Merida,Yucatan,Mexico,Food,Snack Foods,Snack Foods,3,$14.65
7804,4/26/2013,2388,F,S,N,3,$30K - $50K,Victoria,BC,Canada,Food,Snack Foods,Snack Foods,3,$6.91
7805,4/26/2013,9717,M,M,N,4,$50K - $70K,San Andres,DF,Mexico,Food,Snack Foods,Snack Foods,5,$17.71
7806,4/26/2013,8498,F,S,N,2,$10K - $30K,Camacho,Zacatecas,Mexico,Non-Consumable,Household,Electrical,3,$15.31
7807,4/26/2013,5025,M,M,Y,3,$110K - $130K,San Diego,CA,USA,Drink,Dairy,Dairy,4,$10.92
7808,4/26/2013,3917,F,M,N,0,$10K - $30K,Seattle,WA,USA,Food,Canned Foods,Canned Soup,2,$4.42
7809,4/26/2013,400,F,M,Y,1,$50K - $70K,Yakima,WA,USA,Food,Produce,Vegetables,2,$9.29
7810,4/26/2013,1161,M,S,N,5,$70K - $90K,Seattle,WA,USA,Food,Snack Foods,Snack Foods,5,$15.20
7811,4/26/2013,5494,M,S,N,3,$10K - $30K,Mexico City,DF,Mexico,Non-Consumable,Household,Cleaning Supplies,4,$14.78
7812,4/27/2013,3292,F,S,Y,2,$30K - $50K,Beverly Hills,CA,USA,Food,Baking Goods,Baking Goods,5,$6.42
7813,4/27/2013,8228,F,S,N,1,$50K - $70K,Orizaba,Veracruz,Mexico,Food,Frozen Foods,Pizza,4,$3.49
7814,4/27/2013,5295,M,S,Y,3,$30K - $50K,Spokane,WA,USA,Food,Produce,Vegetables,4,$13.63
7815,4/27/2013,6808,F,M,Y,3,$30K - $50K,Los Angeles,CA,USA,Food,Deli,Meat,3,$29.93
7816,4/27/2013,8498,F,S,N,2,$10K - $30K,Camacho,Zacatecas,Mexico,Drink,Beverages,Hot Beverages,4,$18.94
7817,4/27/2013,711,F,M,Y,2,$30K - $50K,Tacoma,WA,USA,Food,Frozen Foods,Meat,4,$22.27
7818,4/27/2013,5478,M,S,N,3,$30K - $50K,Hidalgo,Zacatecas,Mexico,Food,Deli,Side Dishes,5,$3.56
7819,4/27/2013,5803,F,S,Y,3,$30K - $50K,Mexico City,DF,Mexico,Food,Snack Foods,Snack Foods,6,$6.99
7820,4/27/2013,4385,F,M,Y,3,$10K - $30K,Beverly Hills,CA,USA,Drink,Beverages,Pure Juice Beverages,3,$10.22
7821,4/27/2013,3580,M,S,N,1,$50K - $70K,Beverly Hills,CA,USA,Food,Snacks,Candy,3,$10.73
7822,4/27/2013,9815,M,M,Y,5,$30K - $50K,Spokane,WA,USA,Food,Frozen Foods,Vegetables,5,$19.28
7823,4/27/2013,4579,F,M,Y,2,$50K - $70K,Hidalgo,Zacatecas,Mexico,Food,Snack Foods,Snack Foods,5,$15.01
7824,4/27/2013,1850,M,S,Y,1,$130K - $150K,Spokane,WA,USA,Food,Baking Goods,Baking Goods,5,$30.36
7825,4/27/2013,6569,M,M,Y,2,$30K - $50K,Merida,Yucatan,Mexico,Food,Eggs,Eggs,4,$16.43
7826,4/27/2013,7652,M,M,Y,0,$30K - $50K,San Andres,DF,Mexico,Food,Frozen Foods,Meat,5,$3.82
7827,4/27/2013,1343,M,M,Y,1,$10K - $30K,Orizaba,Veracruz,Mexico,Food,Produce,Vegetables,2,$13.20
7828,4/27/2013,2777,F,S,N,4,$70K - $90K,Salem,OR,USA,Food,Produce,Vegetables,5,$11.88
7829,4/27/2013,3974,F,S,Y,2,$30K - $50K,Vancouver,BC,Canada,Food,Produce,Fruit,4,$12.56
7830,4/27/2013,875,M,S,N,4,$30K - $50K,San Andres,DF,Mexico,Non-Consumable,Household,Paper Products,4,$12.72
7831,4/27/2013,4714,F,S,Y,3,$30K - $50K,Vancouver,BC,Canada,Food,Snack Foods,Snack Foods,2,$1.80
7832,4/27/2013,2952,F,S,Y,1,$30K - $50K,Yakima,WA,USA,Food,Snack Foods,Snack Foods,3,$7.98
7833,4/27/2013,467,F,S,N,1,$10K - $30K,Salem,OR,USA,Food,Deli,Meat,4,$11.48
7834,4/27/2013,622,M,S,Y,2,$110K - $130K,Acapulco,Guerrero,Mexico,Food,Snack Foods,Snack Foods,3,$18.18
7835,4/27/2013,2924,M,S,N,5,$30K - $50K,Bremerton,WA,USA,Non-Consumable,Household,Electrical,4,$11.72
7836,4/27/2013,8926,M,S,Y,2,$70K - $90K,Seattle,WA,USA,Food,Frozen Foods,Frozen Entrees,3,$5.42
7837,4/27/2013,4571,F,M,Y,5,$30K - $50K,Camacho,Zacatecas,Mexico,Food,Breakfast Foods,Breakfast Foods,4,$25.30
7838,4/27/2013,6882,M,S,Y,0,$110K - $130K,Vancouver,BC,Canada,Food,Produce,Fruit,3,$4.37
7839,4/27/2013,9037,F,M,Y,1,$10K - $30K,Orizaba,Veracruz,Mexico,Drink,Beverages,Hot Beverages,2,$6.01
7840,4/27/2013,45,M,S,Y,5,$50K - $70K,Seattle,WA,USA,Food,Frozen Foods,Pizza,6,$12.67
7841,4/27/2013,1864,M,S,Y,4,$130K - $150K,Seattle,WA,USA,Food,Starchy Foods,Starchy Foods,4,$15.29
7842,4/27/2013,4531,M,M,Y,1,$90K - $110K,Acapulco,Guerrero,Mexico,Food,Frozen Foods,Frozen Entrees,4,$7.76
7843,4/27/2013,6387,F,S,N,5,$50K - $70K,Merida,Yucatan,Mexico,Food,Dairy,Dairy,3,$15.98
7844,4/27/2013,301,F,M,N,5,$30K - $50K,San Diego,CA,USA,Food,Produce,Vegetables,3,$15.90
7845,4/28/2013,1297,M,S,N,4,$30K - $50K,Spokane,WA,USA,Food,Dairy,Dairy,4,$38.20
7846,4/28/2013,2756,F,M,N,1,$30K - $50K,Bremerton,WA,USA,Food,Snack Foods,Snack Foods,4,$23.32
7847,4/28/2013,1270,F,M,Y,0,$10K - $30K,Beverly Hills,CA,USA,Food,Baking Goods,Baking Goods,4,$9.44
7848,4/28/2013,2107,F,S,Y,2,$70K - $90K,San Andres,DF,Mexico,Food,Baking Goods,Jams and Jellies,5,$11.88
7849,4/28/2013,5398,F,M,Y,5,$30K - $50K,Tacoma,WA,USA,Non-Consumable,Household,Kitchen Products,3,$6.05
7850,4/28/2013,1862,F,S,N,3,$30K - $50K,Tacoma,WA,USA,Food,Snack Foods,Snack Foods,5,$19.28
7851,4/28/2013,4543,F,M,Y,4,$10K - $30K,Salem,OR,USA,Non-Consumable,Household,Kitchen Products,4,$10.44
7852,4/28/2013,5294,F,S,N,4,$10K - $30K,Camacho,Zacatecas,Mexico,Food,Canned Foods,Canned Soup,3,$14.01
7853,4/28/2013,3904,F,S,N,2,$10K - $30K,Vancouver,BC,Canada,Non-Consumable,Periodicals,Magazines,4,$16.59
7854,4/28/2013,9610,M,S,N,2,$30K - $50K,Merida,Yucatan,Mexico,Food,Baking Goods,Baking Goods,4,$7.10
7855,4/28/2013,7588,M,S,N,0,$90K - $110K,Acapulco,Guerrero,Mexico,Food,Dairy,Dairy,3,$3.47
7856,4/28/2013,1551,F,M,N,4,$30K - $50K,Bremerton,WA,USA,Food,Dairy,Dairy,2,$5.88
7857,4/28/2013,4374,F,S,Y,3,$130K - $150K,Camacho,Zacatecas,Mexico,Food,Snack Foods,Snack Foods,3,$6.26
7858,4/28/2013,3138,M,S,N,1,$50K - $70K,Acapulco,Guerrero,Mexico,Food,Canned Foods,Canned Soup,4,$9.68
7859,4/28/2013,4620,F,M,Y,1,$30K - $50K,Hidalgo,Zacatecas,Mexico,Drink,Beverages,Hot Beverages,3,$3.36
7860,4/28/2013,1952,F,M,Y,1,$30K - $50K,Mexico City,DF,Mexico,Food,Baking Goods,Jams and Jellies,3,$4.86
7861,4/28/2013,5387,F,S,Y,1,$30K - $50K,Los Angeles,CA,USA,Food,Frozen Foods,Vegetables,4,$12.26
7862,4/28/2013,4853,M,S,Y,0,$30K - $50K,Hidalgo,Zacatecas,Mexico,Food,Snack Foods,Snack Foods,5,$11.61
7863,4/28/2013,7220,M,M,Y,2,$150K +,Bremerton,WA,USA,Food,Snack Foods,Snack Foods,4,$5.43
7864,4/29/2013,1737,M,M,N,5,$30K - $50K,San Diego,CA,USA,Food,Deli,Meat,3,$4.86
7865,4/29/2013,337,F,M,Y,1,$10K - $30K,Mexico City,DF,Mexico,Food,Breakfast Foods,Breakfast Foods,3,$13.34
7866,4/29/2013,9366,M,M,Y,0,$110K - $130K,Tacoma,WA,USA,Food,Produce,Vegetables,5,$21.32
7867,4/29/2013,7705,M,S,N,1,$30K - $50K,Los Angeles,CA,USA,Food,Baking Goods,Baking Goods,4,$8.84
7868,4/29/2013,1259,F,M,N,0,$10K - $30K,Hidalgo,Zacatecas,Mexico,Food,Frozen Foods,Vegetables,6,$10.62
7869,4/29/2013,4256,F,M,Y,2,$10K - $30K,Hidalgo,Zacatecas,Mexico,Non-Consumable,Household,Cleaning Supplies,5,$5.92
7870,4/29/2013,7746,M,M,N,1,$50K - $70K,Camacho,Zacatecas,Mexico,Food,Baking Goods,Baking Goods,5,$6.94
7871,4/29/2013,9868,F,M,N,1,$70K - $90K,Hidalgo,Zacatecas,Mexico,Food,Breakfast Foods,Breakfast Foods,3,$11.00
7872,4/29/2013,7146,F,M,N,2,$130K - $150K,Orizaba,Veracruz,Mexico,Food,Produce,Vegetables,2,$14.96
7873,4/29/2013,8118,M,S,Y,4,$110K - $130K,Camacho,Zacatecas,Mexico,Food,Baked Goods,Bread,7,$11.63
7874,4/29/2013,2475,F,S,N,5,$30K - $50K,Merida,Yucatan,Mexico,Food,Snacks,Candy,6,$40.75
7875,4/29/2013,3501,F,M,N,4,$30K - $50K,Merida,Yucatan,Mexico,Non-Consumable,Health and Hygiene,Decongestants,4,$18.74
7876,4/29/2013,7702,M,S,N,2,$30K - $50K,Spokane,WA,USA,Food,Produce,Fruit,6,$19.94
7877,4/29/2013,3608,F,M,Y,0,$110K - $130K,Orizaba,Veracruz,Mexico,Food,Baked Goods,Bread,4,$10.17
7878,4/29/2013,6685,M,M,Y,0,$10K - $30K,Mexico City,DF,Mexico,Food,Produce,Specialty,6,$8.45
7879,4/29/2013,6812,F,S,Y,3,$90K - $110K,Orizaba,Veracruz,Mexico,Food,Eggs,Eggs,3,$9.86
7880,4/29/2013,774,M,M,Y,1,$30K - $50K,Seattle,WA,USA,Food,Produce,Fruit,3,$19.33
7881,4/29/2013,1856,F,S,N,1,$30K - $50K,San Diego,CA,USA,Food,Starchy Foods,Starchy Foods,5,$19.58
7882,4/29/2013,8877,M,S,Y,2,$30K - $50K,Vancouver,BC,Canada,Food,Dairy,Dairy,4,$14.16
7883,4/29/2013,2224,F,M,N,3,$90K - $110K,Spokane,WA,USA,Food,Produce,Vegetables,4,$5.76
7884,4/29/2013,9928,F,S,Y,5,$10K - $30K,Spokane,WA,USA,Food,Frozen Foods,Frozen Entrees,4,$20.54
7885,4/29/2013,3422,M,S,Y,1,$30K - $50K,Yakima,WA,USA,Non-Consumable,Household,Paper Products,4,$25.63
7886,4/29/2013,6076,M,M,N,2,$30K - $50K,Acapulco,Guerrero,Mexico,Food,Frozen Foods,Vegetables,3,$27.60
7887,4/29/2013,8034,M,S,N,4,$90K - $110K,San Diego,CA,USA,Food,Produce,Fruit,3,$9.35
7888,4/29/2013,6100,M,M,Y,4,$30K - $50K,Hidalgo,Zacatecas,Mexico,Food,Canned Foods,Canned Soup,5,$14.94
7889,4/29/2013,6075,F,M,Y,3,$70K - $90K,Merida,Yucatan,Mexico,Food,Produce,Vegetables,3,$11.64
7890,4/29/2013,7526,M,S,N,3,$70K - $90K,Tacoma,WA,USA,Drink,Alcoholic Beverages,Beer and Wine,5,$5.76
7891,4/29/2013,8544,F,S,Y,3,$30K - $50K,Acapulco,Guerrero,Mexico,Food,Canned Foods,Vegetables,6,$27.58
7892,4/29/2013,9498,M,S,N,4,$70K - $90K,Yakima,WA,USA,Food,Canned Foods,Vegetables,2,$3.96
7893,4/29/2013,2252,F,S,Y,1,$10K - $30K,Seattle,WA,USA,Food,Canned Foods,Canned Soup,3,$29.33
7894,4/29/2013,4667,M,M,Y,5,$130K - $150K,Seattle,WA,USA,Food,Deli,Meat,5,$20.20
7895,4/29/2013,7039,M,M,N,2,$30K - $50K,Vancouver,BC,Canada,Non-Consumable,Household,Paper Products,4,$7.48
7896,4/29/2013,7733,M,S,Y,5,$10K - $30K,Salem,OR,USA,Non-Consumable,Health and Hygiene,Pain Relievers,5,$17.85
7897,4/29/2013,1079,F,M,Y,2,$30K - $50K,Los Angeles,CA,USA,Non-Consumable,Carousel,Specialty,4,$9.66
7898,4/29/2013,4397,M,S,N,2,$30K - $50K,Spokane,WA,USA,Food,Frozen Foods,Vegetables,5,$13.32
7899,4/29/2013,3396,M,M,Y,2,$70K - $90K,Mexico City,DF,Mexico,Food,Produce,Fruit,5,$3.97
7900,4/29/2013,8151,M,S,Y,0,$30K - $50K,Los Angeles,CA,USA,Food,Produce,Specialty,3,$9.32
7901,4/29/2013,9195,M,M,N,3,$70K - $90K,San Diego,CA,USA,Food,Frozen Foods,Vegetables,5,$8.77
7902,4/29/2013,1770,M,S,N,5,$30K - $50K,Hidalgo,Zacatecas,Mexico,Food,Produce,Specialty,5,$15.23
7903,4/29/2013,3259,M,S,Y,0,$30K - $50K,Victoria,BC,Canada,Food,Frozen Foods,Vegetables,2,$8.10
7904,4/29/2013,3864,M,S,N,3,$70K - $90K,Merida,Yucatan,Mexico,Food,Baking Goods,Jams and Jellies,4,$9.07
7905,4/30/2013,1370,F,M,N,2,$10K - $30K,Seattle,WA,USA,Food,Canned Foods,Canned Oysters,5,$11.66
7906,4/30/2013,9564,M,S,Y,5,$30K - $50K,Tacoma,WA,USA,Food,Breakfast Foods,Breakfast Foods,4,$3.34
7907,4/30/2013,5103,M,S,N,5,$30K - $50K,San Diego,CA,USA,Food,Deli,Meat,4,$23.30
7908,4/30/2013,9930,M,S,N,2,$90K - $110K,San Andres,DF,Mexico,Food,Frozen Foods,Pizza,5,$14.26
7909,4/30/2013,2551,F,M,N,4,$70K - $90K,Camacho,Zacatecas,Mexico,Food,Produce,Specialty,5,$18.36
7910,4/30/2013,3325,M,S,Y,2,$50K - $70K,Salem,OR,USA,Food,Snack Foods,Snack Foods,3,$6.64
7911,4/30/2013,1754,F,S,N,5,$70K - $90K,Portland,OR,USA,Food,Snack Foods,Snack Foods,5,$23.14
7912,4/30/2013,7655,M,M,Y,3,$70K - $90K,Tacoma,WA,USA,Food,Dairy,Dairy,4,$23.85
7913,4/30/2013,8285,F,S,N,2,$30K - $50K,San Andres,DF,Mexico,Food,Snack Foods,Snack Foods,3,$11.28
7914,4/30/2013,975,F,S,N,0,$130K - $150K,Los Angeles,CA,USA,Food,Produce,Fruit,4,$4.47
7915,4/30/2013,5606,F,S,Y,0,$130K - $150K,Acapulco,Guerrero,Mexico,Non-Consumable,Household,Electrical,5,$2.25
7916,4/30/2013,1026,M,S,N,1,$10K - $30K,Mexico City,DF,Mexico,Food,Produce,Fruit,3,$22.92
7917,4/30/2013,4295,M,S,Y,5,$30K - $50K,Portland,OR,USA,Non-Consumable,Household,Kitchen Products,4,$23.20
7918,4/30/2013,7521,M,M,Y,3,$130K - $150K,Salem,OR,USA,Food,Canned Products,Fruit,3,$9.13
7919,4/30/2013,1769,F,S,N,4,$30K - $50K,Vancouver,BC,Canada,Food,Produce,Vegetables,4,$12.75
7920,4/30/2013,3342,F,M,Y,2,$10K - $30K,San Andres,DF,Mexico,Food,Frozen Foods,Breakfast Foods,5,$4.28
7921,4/30/2013,5558,M,M,N,3,$10K - $30K,Vancouver,BC,Canada,Non-Consumable,Household,Electrical,2,$12.58
7922,4/30/2013,8915,M,S,N,2,$10K - $30K,Hidalgo,Zacatecas,Mexico,Food,Eggs,Eggs,5,$11.22
7923,4/30/2013,4947,M,M,Y,4,$10K - $30K,Camacho,Zacatecas,Mexico,Food,Snack Foods,Snack Foods,3,$12.33
7924,4/30/2013,4495,F,S,Y,5,$30K - $50K,Merida,Yucatan,Mexico,Food,Produce,Fruit,4,$2.68
7925,4/30/2013,2176,F,M,Y,5,$10K - $30K,San Andres,DF,Mexico,Food,Produce,Vegetables,4,$13.86
7926,4/30/2013,728,F,M,N,5,$10K - $30K,Merida,Yucatan,Mexico,Food,Deli,Side Dishes,5,$5.17
7927,4/30/2013,322,M,S,Y,1,$10K - $30K,Hidalgo,Zacatecas,Mexico,Food,Produce,Vegetables,4,$17.90
7928,4/30/2013,9263,F,M,Y,2,$30K - $50K,Spokane,WA,USA,Food,Frozen Foods,Frozen Desserts,3,$9.90
7929,4/30/2013,9439,M,M,Y,0,$10K - $30K,Walla Walla,WA,USA,Drink,Alcoholic Beverages,Beer and Wine,2,$7.48
7930,5/1/2013,8289,M,S,Y,4,$10K - $30K,Tacoma,WA,USA,Food,Canned Products,Fruit,3,$12.64
7931,5/1/2013,6750,M,M,Y,1,$110K - $130K,San Andres,DF,Mexico,Non-Consumable,Household,Electrical,5,$13.50
7932,5/1/2013,7063,F,M,Y,4,$110K - $130K,Hidalgo,Zacatecas,Mexico,Non-Consumable,Periodicals,Magazines,5,$27.36
7933,5/1/2013,4873,M,S,Y,0,$30K - $50K,Tacoma,WA,USA,Food,Frozen Foods,Frozen Desserts,5,$14.70
7934,5/1/2013,5900,M,M,N,5,$30K - $50K,Hidalgo,Zacatecas,Mexico,Food,Baked Goods,Bread,4,$12.03
7935,5/1/2013,6415,M,S,N,2,$30K - $50K,Victoria,BC,Canada,Food,Deli,Side Dishes,3,$6.36
7936,5/1/2013,9871,F,M,N,4,$10K - $30K,Salem,OR,USA,Drink,Alcoholic Beverages,Beer and Wine,5,$15.05
7937,5/1/2013,3714,F,M,Y,3,$130K - $150K,Camacho,Zacatecas,Mexico,Food,Frozen Foods,Frozen Desserts,3,$2.99
7938,5/1/2013,9639,M,M,N,1,$110K - $130K,Tacoma,WA,USA,Non-Consumable,Periodicals,Magazines,5,$18.53
7939,5/1/2013,9797,F,M,Y,5,$50K - $70K,Spokane,WA,USA,Food,Dairy,Dairy,6,$13.68
7940,5/1/2013,7424,F,S,Y,5,$30K - $50K,Acapulco,Guerrero,Mexico,Drink,Alcoholic Beverages,Beer and Wine,4,$10.38
7941,5/1/2013,8943,F,S,N,2,$30K - $50K,Acapulco,Guerrero,Mexico,Drink,Dairy,Dairy,5,$25.66
7942,5/1/2013,906,M,M,Y,1,$50K - $70K,San Diego,CA,USA,Food,Produce,Vegetables,6,$11.66
7943,5/1/2013,629,M,M,Y,4,$10K - $30K,San Diego,CA,USA,Food,Deli,Meat,4,$17.58
7944,5/1/2013,8352,F,S,Y,1,$30K - $50K,Vancouver,BC,Canada,Food,Baking Goods,Baking Goods,4,$1.91
7945,5/1/2013,7433,M,S,Y,0,$70K - $90K,Portland,OR,USA,Food,Frozen Foods,Meat,4,$27.12
7946,5/1/2013,3186,F,M,N,3,$70K - $90K,Camacho,Zacatecas,Mexico,Food,Produce,Vegetables,3,$16.68
7947,5/1/2013,9703,M,S,N,1,$10K - $30K,San Diego,CA,USA,Food,Frozen Foods,Vegetables,4,$13.99
7948,5/1/2013,3174,F,M,N,5,$130K - $150K,Camacho,Zacatecas,Mexico,Food,Produce,Vegetables,5,$9.12
7949,5/1/2013,5008,F,S,N,1,$30K - $50K,Orizaba,Veracruz,Mexico,Non-Consumable,Health and Hygiene,Pain Relievers,4,$19.42
7950,5/2/2013,4709,M,M,N,4,$90K - $110K,Walla Walla,WA,USA,Food,Canned Foods,Canned Clams,2,$4.06
7951,5/2/2013,2368,F,S,N,1,$10K - $30K,Bremerton,WA,USA,Food,Snack Foods,Snack Foods,6,$27.00
7952,5/2/2013,3377,F,M,Y,4,$50K - $70K,Mexico City,DF,Mexico,Non-Consumable,Carousel,Specialty,3,$11.04
7953,5/2/2013,1720,F,S,N,4,$30K - $50K,Spokane,WA,USA,Food,Starchy Foods,Starchy Foods,4,$3.02
7954,5/2/2013,2221,M,S,N,1,$30K - $50K,Hidalgo,Zacatecas,Mexico,Food,Frozen Foods,Vegetables,3,$9.41
7955,5/2/2013,2054,M,S,N,1,$30K - $50K,Seattle,WA,USA,Food,Frozen Foods,Breakfast Foods,5,$10.33
7956,5/2/2013,3994,F,M,N,1,$90K - $110K,Seattle,WA,USA,Drink,Beverages,Hot Beverages,4,$12.60
7957,5/2/2013,7051,F,M,N,4,$30K - $50K,Spokane,WA,USA,Drink,Beverages,Carbonated Beverages,6,$21.74
7958,5/2/2013,6219,F,S,N,3,$30K - $50K,San Diego,CA,USA,Food,Baked Goods,Bread,6,$9.65
7959,5/2/2013,6679,M,S,Y,0,$150K +,Merida,Yucatan,Mexico,Non-Consumable,Health and Hygiene,Hygiene,5,$9.90
7960,5/2/2013,9990,F,S,Y,3,$110K - $130K,Merida,Yucatan,Mexico,Food,Dairy,Dairy,4,$14.31
7961,5/2/2013,5537,F,S,N,0,$30K - $50K,Bremerton,WA,USA,Drink,Beverages,Carbonated Beverages,4,$3.63
7962,5/2/2013,9881,M,M,Y,0,$10K - $30K,Bremerton,WA,USA,Food,Canned Foods,Canned Soup,4,$9.55
7963,5/2/2013,5129,F,S,N,2,$50K - $70K,Merida,Yucatan,Mexico,Food,Baking Goods,Baking Goods,3,$12.42
7964,5/2/2013,2432,M,M,Y,4,$50K - $70K,Vancouver,BC,Canada,Non-Consumable,Health and Hygiene,Bathroom Products,3,$28.24
7965,5/2/2013,3823,M,S,Y,2,$10K - $30K,Acapulco,Guerrero,Mexico,Non-Consumable,Checkout,Hardware,5,$11.56
7966,5/2/2013,4958,M,S,N,1,$90K - $110K,Yakima,WA,USA,Food,Frozen Foods,Meat,5,$5.58
7967,5/2/2013,7328,F,S,N,0,$50K - $70K,Camacho,Zacatecas,Mexico,Food,Baking Goods,Jams and Jellies,2,$7.56
7968,5/2/2013,1571,F,S,Y,0,$90K - $110K,Hidalgo,Zacatecas,Mexico,Non-Consumable,Health and Hygiene,Bathroom Products,5,$11.58
7969,5/2/2013,3858,F,S,N,1,$10K - $30K,Hidalgo,Zacatecas,Mexico,Non-Consumable,Household,Kitchen Products,4,$17.86
7970,5/2/2013,10225,F,S,Y,2,$30K - $50K,Yakima,WA,USA,Food,Deli,Side Dishes,4,$5.86
7971,5/2/2013,76,F,S,N,1,$70K - $90K,Bremerton,WA,USA,Food,Dairy,Dairy,4,$16.11
7972,5/2/2013,789,F,M,Y,4,$50K - $70K,Hidalgo,Zacatecas,Mexico,Food,Dairy,Dairy,5,$22.36
7973,5/2/2013,7072,F,S,Y,2,$90K - $110K,Spokane,WA,USA,Food,Frozen Foods,Vegetables,4,$8.28
7974,5/2/2013,9480,M,M,Y,4,$30K - $50K,Merida,Yucatan,Mexico,Food,Canned Foods,Canned Soup,2,$5.98
7975,5/2/2013,8169,F,M,Y,3,$70K - $90K,Hidalgo,Zacatecas,Mexico,Food,Frozen Foods,Breakfast Foods,6,$17.71
